14512	941	
10917	4010	
142	10430	
4237	5173	
10181	5366	
14671	6962	
3104	3195	
12286	1769	
971	2277	
2525	8518	
9369	9216	
8404	10682	
119	1580	
11996	9175	
6654	1338	
11121	6670	
11544	7493	
9623	5306	
2585	9487	
3980	5803	
8148	3366	
2561	3214	
14594	10401	
3620	2966	
14939	9174	
9525	9077	
6945	625	
1641	10228	
1682	2174	
8526	10497	
11113	1493	
9566	7600	
5055	3191	
9836	4423	
22	4631	
14553	7772	
9459	364	
3223	3097	
5056	1349	
14624	1368	
5932	1329	
9242	7721	
4834	776	
13527	3603	
5158	6841	
13509	2572	
9090	1890	
9146	543	
14747	597	
8966	5530	
4377	113	
14032	444	
10430	1509	
2855	1712	
12763	5958	
12698	8182	
6861	417	
6160	8409	
11385	10183	
9153	6856	
4705	1188	
10563	946	
9924	8563	
13492	10644	
10960	9849	
9766	8582	
8927	820	
4442	9491	
6586	1088	
11665	6452	
1901	3950	
7313	1877	
8450	8237	
12830	6219	
8281	2358	
541	4594	
10822	3467	
1451	10428	
9350	7690	
12239	1425	
9912	4937	
6068	5620	
3412	5594	
11824	5913	
5998	10339	
5245	10667	
1148	3024	
12092	104	
73	5964	
14363	5935	
2329	7975	
2586	4391	
151	6358	
9305	10941	
2685	4627	
6665	1925	
13846	6595	
11317	8489	
12281	2776	
3881	6016	
1802	6112	
11471	10678	
4686	2706	
4838	10641	
6615	5441	
9290	876	
447	8208	
9733	663	
2146	4285	
14529	2685	
5505	1952	
14950	765	
11007	1718	
9633	10960	
11769	4725	
5564	866	
13847	8733	
8716	2575	
9431	10424	
3780	1531	
6258	1357	
2583	1080	
6219	2235	
796	7931	
3898	5721	
3142	1261	
13673	10948	
732	6484	
2501	6239	
2537	9989	
1680	4475	
6811	10704	
10584	4594	
11144	10488	
9208	3989	
3308	6347	
6344	8454	
2489	3258	
12671	5802	
409	2221	
13963	3410	
7316	6738	
7498	3416	
6790	660	
1439	4565	
7715	8895	
14519	6574	
12660	7995	
9510	6756	
13768	7066	
8092	6142	
14379	26	
8041	5791	
14528	8773	
6534	4818	
1640	957	
11720	2185	
6294	1888	
8629	7367	
1527	6253	
9039	9599	
10574	7087	
13258	10864	
2070	3278	
10892	7348	
3597	8442	
3244	9143	
8914	2245	
705	4320	
9803	6276	
5380	2820	
3775	2572	
7787	6468	
10075	8412	
1059	7967	
6067	9565	
11465	3287	
12675	6458	
9989	5313	
3050	2734	
3066	663	
8095	8609	
425	3941	
12886	7237	
11044	7868	
7029	8973	
9101	2347	
5684	2572	
3487	9476	
6927	8200	
2980	5986	
7687	9307	
11158	6093	
13534	10055	
12716	2436	
25	6668	
14475	5860	
4640	5550	
5401	5034	
12413	2550	
9356	9438	
13294	8135	
12291	7141	
3461	10570	
4812	199	
3182	1784	
9639	4287	
4831	2015	
8337	2811	
13312	7492	
13021	2486	
13071	10397	
9315	8099	
11401	2746	
9181	832	
9525	9184	
12688	1912	
1083	9847	
1065	5342	
10035	2080	
7495	1122	
14884	6201	
9097	2631	
5940	1720	
12559	3030	
9359	7644	
11396	2869	
2765	5124	
12883	1825	
14128	6078	
1028	7501	
14881	1198	
2048	4721	
13058	321	
3155	1228	
14136	654	
7552	4028	
4165	3467	
2017	5019	
3449	2124	
3957	10726	
1125	3520	
9418	2980	
14518	1024	
4057	1321	
13376	1824	
3333	351	
3250	2483	
8503	1067	
7515	6324	
12516	6387	
6235	7646	
14420	4755	
6027	7112	
9760	6748	
13495	7357	
5451	466	
2928	5533	
10582	8174	
2454	6757	
3530	271	
8221	8373	
11311	9879	
2936	4914	
11353	5518	
5700	3652	
14185	9912	
8267	282	
12587	9522	
4834	10690	
8080	8955	
13337	8765	
7241	2511	
161	5204	
513	6276	
11796	8742	
13538	4660	
3762	1673	
5462	2934	
3370	2503	
7169	7832	
14728	3001	
2664	9238	
1878	2653	
14349	9508	
714	9896	
11654	2328	
540	2988	
7203	38	
12722	203	
11825	10996	
9807	7632	
9970	6306	
6273	640	
12468	6434	
5233	8427	
8450	10195	
9398	1041	
10560	7232	
9481	6750	
6959	6215	
8639	6997	
14633	7778	
2760	3158	
8569	5669	
3514	3078	
3845	1756	
2212	7905	
13433	9487	
2541	2089	
3272	7403	
10248	155	
5591	4934	
5111	2847	
12212	7448	
2270	2509	
14508	2889	
4939	1738	
4071	1351	
5911	2498	
7598	1594	
2109	8801	
7478	6546	
7190	10531	
3196	3498	
2843	3477	
4594	3588	
5461	6314	
5035	2071	
11644	5012	
1110	6437	
4082	8396	
11168	942	
27	7236	
7897	4356	
4823	7608	
8380	9286	
955	7149	
7973	2859	
13858	6719	
1561	4565	
734	3211	
12716	251	
6197	4594	
5659	3526	
575	8763	
